order_id,order_date,customer_id,city,product,category,status,quantity,unit_price,discount_pct
100189,09/09/2025,CUST00189,Tanta,Printer,Office Equipment,Completed,9,-25,15
100190,22/04/2025,CUST00190,Aswan,Notebook Pack,Stationery,Completed,10,216,150
100191,31/02/2026,CUST00191,Luxor,Laptop,Electronics,Completed,11,25935,0
100192,20/06/2025,,Port Said,Smartphone,Electronics,Completed,12,13340,5
100193,05/01/2025,CUST00193,Cairo,Wireless Mouse,Accessories,Completed,0,418.5,10
100194,18/08/2025,CUST00194,Giza,Keyboard,Accessories,Completed,2,-25,15
100195,03/03/2025,CUST00195,,Office Chair,Furniture,Completed,3,4940,150
100196,31/02/2026,CUST00196,Mansoura,Desk,Furniture,Completed,4,7104,0
100197,01/05/2025,,Tanta,Headphones,Electronics,Completed,5,1746,5
100198,14/12/2025,CUST00198,Aswan,Monitor,Electronics,Completed,0,9016,10
100199,27/07/2025,CUST00199,Luxor,Printer,Office Equipment,Completed,7,-25,15
100200,12/02/2025,CUST00200,Port Said,Notebook Pack,Stationery,Completed,8,240,150
100201,31/02/2026,CUST00201,Cairo,Laptop,Electronics,Completed,9,28785,0
100202,10/04/2025,,Giza,Smartphone,Electronics,Completed,10,14790,5
100203,23/11/2025,CUST00203,Alexandria,Wireless Mouse,Accessories,Completed,0,463.5,10
100204,08/06/2025,CUST00204,Mansoura,Keyboard,Accessories,Completed,12,-25,15
100205,21/01/2025,CUST00205,Tanta,Office Chair,Furniture,Completed,1,5460,150
100206,31/02/2026,CUST00206,Aswan,Desk,Furniture,Completed,2,7844,0
100207,19/03/2025,,Luxor,Headphones,Electronics,Completed,3,1926,5
100208,04/10/2025,CUST00208,Port Said,Monitor,Electronics,Completed,0,9936,10
100209,17/05/2025,CUST00209,Cairo,Printer,Office Equipment,Completed,5,-25,15
100210,02/12/2025,CUST00210,Giza,Notebook Pack,Stationery,Completed,6,264,150
100211,31/02/2026,CUST00211,Alexandria,Laptop,Electronics,Completed,7,25650,0
100212,28/02/2025,,Mansoura,Smartphone,Electronics,Completed,8,13195,5
100213,13/09/2025,CUST00213,Tanta,Wireless Mouse,Accessories,Completed,0,414,10
100214,26/04/2025,CUST00214,Aswan,Keyboard,Accessories,Completed,10,-25,15
100215,11/11/2025,CUST00215,Luxor,Office Chair,Furniture,Completed,11,4888,150
100216,31/02/2026,CUST00216,Port Said,Desk,Furniture,Completed,12,7030,0
100217,09/01/2025,,Cairo,Headphones,Electronics,Completed,1,1728,5
100218,22/08/2025,CUST00218,Giza,Monitor,Electronics,Completed,0,8924,10
100219,07/03/2025,CUST00219,Alexandria,Printer,Office Equipment,Completed,3,-25,15
100220,20/10/2025,CUST00220,Mansoura,Notebook Pack,Stationery,Completed,4,237.6,150
100221,31/02/2026,CUST00221,Tanta,Laptop,Electronics,Completed,5,28500,0
100222,18/12/2025,,Aswan,Smartphone,Electronics,Completed,6,14645,5
100223,03/07/2025,CUST00223,Luxor,Wireless Mouse,Accessories,Completed,0,459,10
100224,16/02/2025,CUST00224,Port Said,Keyboard,Accessories,Completed,8,-25,15
100225,01/09/2025,CUST00225,Cairo,Office Chair,Furniture,Completed,9,5408,150
100226,31/02/2026,CUST00226,Giza,Desk,Furniture,Completed,10,7770,0
100227,27/11/2025,, Alexandria ,Headphones,Electronics,Completed,11,1908,5
100228,12/06/2025,CUST00228,Mansoura,Monitor,Electronics,Completed,0,9844,10
100229,25/01/2025,CUST00229,Tanta,Printer,Office Equipment,Completed,1,-25,15
100230,10/08/2025,CUST00230,Aswan,Notebook Pack,Stationery,Completed,2,261.6,150
100231,31/02/2026,CUST00231,Luxor,Laptop,Electronics,Completed,3,31350,0
100232,08/10/2025,,Port Said,Smartphone,Electronics,Completed,4,13050,5
100233,21/05/2025,CUST00233,Cairo,Wireless Mouse,Accessories,Completed,0,409.5,10
100234,06/12/2025,CUST00234,Giza,Keyboard,Accessories,Completed,6,-25,15
100235,19/07/2025,CUST00235,Alexandria,Office Chair,Furniture,Completed,7,4836,150
100236,31/02/2026,CUST00236,Mansoura,Desk,Furniture,Completed,8,6956,0
100237,17/09/2025,,Tanta,Headphones,Electronics,Completed,9,1710,5
100238,02/04/2025,CUST00238,Aswan,Monitor,Electronics,Completed,0,8832,10
100239,15/11/2025,CUST00239,Luxor,Printer,Office Equipment,Completed,11,-25,15
100240,28/06/2025,CUST00240,Port Said,Notebook Pack,Stationery,Completed,12,235.2,150
100241,31/02/2026,CUST00241,Cairo,Laptop,Electronics,Completed,1,28215,0
100242,26/08/2025,,Giza,Smartphone,Electronics,Completed,2,14500,5
100243,11/03/2025,CUST00243,Alexandria,Wireless Mouse,Accessories,Completed,0,454.5,10
100244,24/10/2025,CUST00244,Mansoura,Keyboard,Accessories,Completed,4,-25,15
100245,09/05/2025,CUST00245,Tanta,Office Chair,Furniture,Completed,5,5356,150
100246,31/02/2026,CUST00246,Aswan,Desk,Furniture,Completed,6,7696,0
100247,07/07/2025,,Luxor,Headphones,Electronics,Completed,7,1890,5
100248,20/02/2025,CUST00248,Port Said,Monitor,Electronics,Completed,0,9752,10
100249,05/09/2025,CUST00249,Cairo,Printer,Office Equipment,Completed,9,-25,15
100250,18/04/2025,CUST00250,Giza,Notebook Pack,Stationery,Completed,10,259.2,150
100251,03/11/2025,CUST00251,Alexandria,Laptop,Electronics,Pending,11,31065,0
100252,16/06/2025,CUST00252,Mansoura,Smartphone,Electronics,Cancelled,12,15950,5
100253,01/01/2025,CUST00253,Tanta,Wireless Mouse,Accessories,Pending,1,405,10
100254,14/08/2025,CUST00254,Aswan,Keyboard,Accessories,Cancelled,2,773.5,15
100255,27/03/2025,CUST00255,Luxor, office chair ,Furniture,Pending,3,4784,20
100256,12/10/2025,CUST00256,Port Said,Desk,Furniture,Cancelled,4,6882,0
100257,25/05/2025,CUST00257,Cairo,Headphones,Electronics,Pending,5,1692,5
100258,10/12/2025,CUST00258,Giza,Monitor,Electronics,Cancelled,6,8740,10
100259,23/07/2025,CUST00259,Alexandria,Printer,Office Equipment,Pending,7,6528,15
100260,08/02/2025,CUST00260,Mansoura,Notebook Pack,Stationery,Cancelled,8,232.8,20
100261,21/09/2025,CUST00261,Tanta,Laptop,Electronics,Pending,9,27930,0
100262,06/04/2025,CUST00262,Aswan,Smartphone,Electronics,Cancelled,10,14355,5
100263,19/11/2025,CUST00263,Luxor,Wireless Mouse,Accessories,Pending,11,450,10
100264,04/06/2025,CUST00264,Port Said,Keyboard,Accessories,Cancelled,12,858.5,15
100265,17/01/2025,CUST00265,Cairo,Office Chair,Furniture,Pending,1,5304,20
100266,02/08/2025,CUST00266,Giza,Desk,Furniture,Cancelled,2,7622,0
100267,15/03/2025,CUST00267,Alexandria,Headphones,Electronics,Pending,3,1872,5
100268,28/10/2025,CUST00268,Mansoura,Monitor,Electronics,Cancelled,4,9660,10
100269,13/05/2025,CUST00269,Tanta,Printer,Office Equipment,Pending,5,7208,15
100270,26/12/2025,CUST00270,Aswan,Notebook Pack,Stationery,Cancelled,6,256.8,20
100271,11/07/2025,CUST00271,Luxor,Laptop,Electronics,Pending,7,30780,0
100272,24/02/2025,CUST00272,Port Said,Smartphone,Electronics,Cancelled,8,15805,5
100273,09/09/2025,CUST00273,Cairo,Wireless Mouse,Accessories,Pending,9,495,10
100274,22/04/2025,CUST00274,Giza,Keyboard,Accessories,Cancelled,10,765,15
100275,07/11/2025,CUST00275,Alexandria,Office Chair,Furniture,Pending,11,4732,20
100276,20/06/2025,CUST00276,Mansoura,Desk,Furniture,Cancelled,12,6808,0
100277,05/01/2025,CUST00277,Tanta,Headphones,Electronics,Pending,1,1674,5
100278,18/08/2025,CUST00278,Aswan,Monitor,Electronics,Cancelled,2,8648,10
100279,03/03/2025,CUST00279,Luxor,Printer,Office Equipment,Pending,3,6460,15
100280,16/10/2025,CUST00280,Port Said,Notebook Pack,Stationery,Cancelled,4,230.4,20
100281,01/05/2025,CUST00281,Cairo,Laptop,Electronics,Pending,5,27645,0
100282,14/12/2025,CUST00282,Giza,Smartphone,Electronics,Cancelled,6,14210,5
100283,27/07/2025,CUST00283,Alexandria,Wireless Mouse,Accessories,Pending,7,445.5,10
100284,12/02/2025,CUST00284,Mansoura,Keyboard,Accessories,Cancelled,8,850,15
100285,25/09/2025,CUST00285,Tanta,Office Chair,Furniture,Pending,9,5252,20
100286,10/04/2025,CUST00286,Aswan,Desk,Furniture,Cancelled,10,7548,0
100287,23/11/2025,CUST00287,Luxor,Headphones,Electronics,Pending,11,1854,5
100288,08/06/2025,CUST00288,Port Said,Monitor,Electronics,Cancelled,12,9568,10
100289,21/01/2025,CUST00289,Cairo,Printer,Office Equipment,Pending,1,7140,15
100290,06/08/2025,CUST00290,Giza,Notebook Pack,Stationery,Cancelled,2,254.4,20
100291,19/03/2025,CUST00291,Alexandria,Laptop,Electronics,Pending,3,30495,0
100292,04/10/2025,CUST00292,,Smartphone,Electronics,Cancelled,4,15660,5
100293,17/05/2025,CUST00293,Tanta,Wireless Mouse,Accessories,Pending,5,490.5,10
100294,02/12/2025,CUST00294,Aswan,Keyboard,Accessories,Cancelled,6,935,15
100295,15/07/2025,CUST00295,Luxor,Office Chair,Furniture,Pending,7,4680,20
100296,28/02/2025,CUST00296,Port Said,Desk,Furniture,Cancelled,8,6734,0
100297,13/09/2025,CUST00297,Cairo,Headphones,Electronics,Pending,9,1656,5
100298,26/04/2025,CUST00298,Giza,Monitor,Electronics,Cancelled,10,8556,10
100299,11/11/2025,CUST00299,Alexandria,Printer,office equipment,Pending,11,6392,15
100300,24/06/2025,CUST00300,Mansoura,Notebook Pack,Stationery,Cancelled,12,228,20
100301,09/01/2025,CUST00301,Tanta,Laptop,Electronics,Pending,1,27360,0
100302,22/08/2025,CUST00302,Aswan,Smartphone,Electronics,Cancelled,2,14065,5
100303,07/03/2025,CUST00303,Luxor,Wireless Mouse,Accessories,Pending,3,441,10
100304,20/10/2025,CUST00304,Port Said,Keyboard,Accessories,Cancelled,4,841.5,15
100305,05/05/2025,CUST00305,Cairo,Office Chair,Furniture,Pending,5,5200,20
100306,18/12/2025,CUST00306,Giza,Desk,Furniture,Cancelled,6,7474,0
100307,03/07/2025,CUST00307,Alexandria,Headphones,Electronics,Pending,7,1836,5
100308,16/02/2025,CUST00308,Mansoura,Monitor,Electronics,Cancelled,8,9476,10
100309,01/09/2025,CUST00309,Tanta,Printer,Office Equipment,Pending,9,7072,15
100310,14/04/2025,CUST00310,Aswan,Notebook Pack,Stationery,Cancelled,10,252,20
100311,27/11/2025,CUST00311,Luxor,Laptop,Electronics,Pending,11,30210,0
100312,12/06/2025,CUST00312,Port Said,Smartphone,Electronics,Cancelled,12,15515,5
100313,25/01/2025,CUST00313,Cairo,Wireless Mouse,Accessories,Pending,1,486,10
100314,10/08/2025,CUST00314,Giza,Keyboard,Accessories,Cancelled,2,926.5,15
100315,23/03/2025,CUST00315,Alexandria,Office Chair,Furniture,Pending,3,5720,20
100316,08/10/2025,CUST00316,Mansoura,Desk,Furniture,Cancelled,4,6660,0
100317,21/05/2025,CUST00317,Tanta,Headphones,Electronics,Pending,5,1638,5
100318,06/12/2025,CUST00318,Aswan,Monitor,Electronics,Cancelled,6,8464,10
100319,19/07/2025,CUST00319,Luxor,Printer,Office Equipment,Pending,7,6324,15
100320,04/02/2025,CUST00320,Port Said,Notebook Pack,Stationery,Cancelled,8,225.6,20
100321,17/09/2025,CUST00321,Cairo,Laptop,Electronics,Pending,9,27075,0
100322,02/04/2025,CUST00322,Giza,Smartphone,Electronics,Cancelled,10,13920,5
100323,15/11/2025,CUST00323,Alexandria,Wireless Mouse,Accessories,Pending,11,436.5,10
100324,28/06/2025,CUST00324,Mansoura,Keyboard,Accessories,Cancelled,12,833,15
100325,13/01/2025,CUST00325,Tanta,Office Chair,Furniture,Pending,1,5148,20
100326,26/08/2025,CUST00326,Aswan,Desk,Furniture,Cancelled,2,7400,0
100327,11/03/2025,CUST00327,Luxor,Headphones,Electronics,Pending,3,1818,5
